run,direction,strategy,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,mer
214,long,gps,0.35724578804065,0.5461774101789361,0.12987654276629168,0.23974245943401581,0.08388063578794791,0.7161383450619832,0.7373046900777678,0.007596567635658462
214,long,weighted,0.37980349258464,0.6003558054535437,0.05853687254144206,,0.10772721086727109,0.5222279209482299,0.44364897573110695,0.0
214,short,baseline,0.20020217693984765,0.42814593019213276,0.09806912960397918,0.4587671958683773,0.010136553272344535,0.06638123510231209,0.7070223393389247,0.014553783291630797
214,short,gps,0.37975000564777667,0.6612732023113577,0.2153436537047133,0.662781162976734,0.14610451854236692,0.9355293654479211,0.5210975903223704,0.019081513102782183
214,short,weighted,0.3096185847022813,0.5529295741756682,0.0480481624222371,6.288692036494669,0.09260875196876302,0.39436636867760355,0.40631652580296607,0.011987017760157483
215,long,baseline,0.2214260938954167,0.3778915521842626,0.08502424838832896,0.05321054574466623,0.028115339885813107,0.17931726115633317,0.6578309807445031,0.0013744902053720648
215,long,gps,0.0701348924159795,0.11649525007684741,0.03128820057613227,-0.08261410581032136,-0.07157828824400762,-0.3571953330731503,0.669415357104435,-0.002538448220381464
215,long,weighted,0.38757000787163337,0.6037892633891333,0.05786956693581368,,0.12347645877511343,0.5230200106279772,0.3875526801427207,0.0
215,short,baseline,0.25920547424985024,0.3975291117641171,0.1138332238531911,0.49357693186599927,0.014538069079534643,0.1120730634534779,0.8166701040958539,0.017987483959102282
215,short,gps,0.1271693208440471,0.1957848870423261,0.03859299899730807,0.3570579029024053,-0.0683416054708732,-0.44465799378940685,0.9256828459931992,0.01322929865666385
215,short,weighted,0.38311141701739343,0.7188375807813664,0.05825894514777131,4.944103369561566,0.10927424403748313,0.5367970568984786,0.4475218956370909,0.012892181331241452
216,long,baseline,-0.29860408817909045,-0.5437153313995661,-0.10589675028238882,-0.4287088180547303,-0.20935065349329002,-0.8478964207050044,0.9018481501687966,-0.013745419166570173
216,long,gps,-0.31311892346550135,-0.5246117340321361,-0.09259245499441546,-0.4702968164146802,-0.21837993344304554,-0.8310230710748422,0.8208850690062448,-0.013402398095250763
216,long,weighted,0.2851452331961284,0.40531661142152653,0.04007831136227844,,0.08643939388213204,0.3114081909186843,0.35378151296435856,0.0
216,short,baseline,0.2843424968671607,0.6226911957950649,0.33778095836658645,0.4542864339815183,0.06507945347609388,0.38019056495750747,0.5601002974653748,0.017457771508151806
216,short,gps,0.030181378587517377,0.060955639842018516,0.02602122409821956,0.20900147966698862,-0.10228523324902947,-0.5086545377622433,0.7422362508846465,0.0077796507392091435
216,short,weighted,0.4109217975384118,0.9552894067238459,0.059722657408986496,5.482891820322215,0.13373590660388252,0.5829038159197495,0.39146863825148026,0.011809460657826188
217,long,baseline,-0.29715892681817446,-0.432198319069427,-0.09607889434823971,-0.6226265245722453,-0.16433855034557934,-0.7352465290400615,0.8353314528415737,-0.014752281893231134
217,long,gps,-0.31229724657812435,-0.47547393959072176,-0.17164065417765415,-0.5570721287243606,-0.18436017351594233,-0.7988430905645246,0.885293505843219,-0.016186228734136606
217,long,weighted,0.5706893212521701,0.8266402020960736,0.08255781406230152,,0.2078896905026269,0.9101146492121273,0.35862979710797416,0.0
217,short,baseline,0.29837605102822107,0.5079458859458836,0.14221532105154822,0.6437397057650898,0.092442203902871,0.48123320355658605,0.4826753725489932,0.019562734076461377
217,short,gps,-0.03174326589041795,-0.05892199533211984,-0.01311084812195572,0.29447957431726146,-0.09969879283326297,-0.5426315513427826,0.8349964604178735,0.009029321526227697
217,short,weighted,0.1996543508210199,0.39117397425024897,0.029493982217140398,5.506454191552773,0.04268041051103529,0.19315155996430255,0.46428318079035114,0.012695819089774607
218,long,baseline,-0.18155319604077375,-0.2922934881955832,-0.07217595155795734,-0.4930442020148142,-0.18908072257620076,-0.8058773697251643,0.8806600448083264,-0.016959211292269055
218,long,gps,-0.3202672584041037,-0.5502949339020591,-0.12326417370453317,-0.7421312238902601,-0.19189504008744832,-0.7829868314715869,0.8136149346251762,-0.019301908042700214
218,long,weighted,0.7468419619718154,1.4090676247578382,0.12149898418334507,,0.31951922254474324,1.6462301071228405,0.35737560375734445,0.0
218,short,baseline,0.09771505584747438,0.18665973601692856,0.05830138554821741,0.4044405451834544,-0.09137919189571217,-0.45892689869188075,0.7219145184936386,0.017175289850423055
218,short,gps,-0.11423016058506771,-0.20015411750180345,-0.049167368522170136,0.3273963135922833,-0.12872862946554917,-0.6248959527365141,0.8018801089140845,0.009369559835817469
218,short,weighted,-0.004136229933928719,-0.007312555363001392,-0.0006628100947513369,5.340180828626214,-0.023668863235009552,-0.11526154791129828,0.5709977004878248,0.012819273488520378
219,long,baseline,0.2472856442453507,0.5350508384567312,0.11027002902612645,0.0378568396673954,0.0453697149239991,0.2706701882733822,0.5945248449925089,0.0011007446957775778
219,long,gps,-0.4032634271980675,-0.6323766328122197,-0.14158609062528266,-0.6880664077387387,-0.214564494483823,-0.845269588304866,0.8727339512212537,-0.018324654232136656
219,long,weighted,0.5297047571646694,0.8582288209691613,0.07794945293288691,,0.2110618096456056,0.8293745790053981,0.32886680783975,0.0
219,short,baseline,-0.29630776528011354,-0.5851945798277974,-0.11948770750695484,0.057199896351650306,-0.15989487264305347,-0.7471059856306446,0.8859510934178088,0.0014797725711979486
219,short,gps,0.5010647234435578,0.9787972696640888,0.2890028224280292,0.8435248982634617,0.3468327208920595,1.8893413063613127,0.3607579485587017,0.024533699436190888
219,short,weighted,0.20058693720882897,0.35539658307725625,0.02976754460441811,4.695494974199655,0.04731077610467397,0.18839678079832756,0.40928173495064524,0.012165836218844121
220,long,baseline,0.18588424013507987,0.27899833954947756,0.15324948183835616,-0.058671172824858155,0.007682689649445055,0.049660385252628725,0.70284130842003,-0.0016793997166269401
220,long,gps,-0.20414651186385174,-0.32984748761522525,-0.08502351509307265,-0.4808641650896744,-0.15632912067635243,-0.6695870798407859,0.7405966895569317,-0.012542031563305493
220,long,weighted,0.6027652665617098,1.014427555351092,0.08307584603559459,,0.271795849628036,0.937907762328072,0.2806575665752661,0.0
220,short,baseline,0.13163799371769228,0.23343915168901996,0.07365096906343407,0.4455959405322509,-0.03168662619829042,-0.20298057703482075,0.7856118705762379,0.01478922259300154
220,short,gps,0.043083659765106516,0.09514037370724847,0.02812811607676654,0.3597500222828898,-0.08524714863875989,-0.3891925612093714,0.6252609598204064,0.011727019039697735
220,short,weighted,0.11587393491182499,0.20157508891964707,0.016038061224356776,5.053982450437528,0.015290707810799236,0.062033888646630286,0.438810604679314,0.011668078751906329
221,long,baseline,-0.22044777123652823,-0.3466609842560821,-0.08568929495973977,-0.4291507271193755,-0.18739429268910454,-0.7837237920729574,0.8348576879266296,-0.0132231234303319
221,long,gps,0.14447592134928375,0.21930125804534842,0.06362094483136312,-0.05742025078078451,-0.02150400151218016,-0.11109619195826026,0.604534036764697,-0.001605302510767386
221,long,weighted,0.4766933816471866,0.800106104797849,0.07053655052015304,,0.13006358562089404,0.7097968965388077,0.4721452187837625,0.0
221,short,baseline,-0.4551712041983959,-0.6584360694885536,-0.22377596678599818,-0.21389878325457617,-0.27670007985450046,-0.931655892577665,0.9316861116919929,-0.007361083949821711
221,short,gps,-0.5090977797458522,-0.7861889960854684,-0.21413587815688473,-0.2189457058145748,-0.23861018539648335,-0.8936407335762722,0.9237417459061422,-0.006123570636992166
221,short,weighted,0.37568196268878673,0.7008710814796576,0.056404118108856274,4.833544507861837,0.10533125927736849,0.5260459009563181,0.45650972817716295,0.013936881456216453
222,long,baseline,0.3085320774285035,0.6990850065324347,0.0986091698179341,0.2007142909386319,0.060617634782287835,0.48849843370309753,0.7454536733672172,0.0073342562230728015
222,long,gps,-0.09443360119265898,-0.17891864409660269,-0.048854960279469714,-0.2476722577964226,-0.1529033830681144,-0.6766726237806049,0.7711016064424638,-0.00843086822917848
222,long,weighted,0.4276720397481371,0.7023071120532632,0.061113972075265886,,0.15689895118130434,0.5817466863724718,0.333131028598169,0.0
222,short,baseline,0.30075392595374845,0.5607281314780038,0.19512620541791048,0.553105186127575,0.0577065563874043,0.4668860654889797,0.7536486756832208,0.018735631999933337
222,short,gps,0.050195301417225405,0.08099765061378783,0.024806584045617548,0.33760065340236256,-0.05342001310342494,-0.33903811043454046,0.8417128010503211,0.009910140065309303
222,short,weighted,0.33974888849812906,0.5822629128866896,0.04876707505017565,5.92037281062672,0.10844694381666908,0.4218665741587604,0.36776150524938545,0.012507752297729116
223,long,baseline,0.2969848244410484,0.6538784380547399,0.11244189442557359,0.28195813202998055,0.05904976110657557,0.4724525661117418,0.7439438805172881,0.008468064495604903
223,long,gps,0.3896047234792649,0.6236976643939843,0.16163589458264185,0.3758672716005056,0.1252621061146469,0.9722818167460194,0.6257776074624934,0.011236075899492317
223,long,weighted,0.09745660302032888,0.1558633505378155,0.013842703343207613,,0.008449363695189286,0.034770614823871115,0.4503266045162043,0.0
223,short,baseline,-0.06722962167844238,-0.10664694775336915,-0.029836264266250176,0.09120933967000763,-0.1065875150141687,-0.5305773105959937,0.7561340823553339,0.0025172342386159292
223,short,gps,0.20749988334288336,0.3437248759264796,0.07971552980779706,0.39834327402322484,0.026919603303268987,0.14881445671696092,0.5770484953889063,0.010157838493890063
223,short,weighted,0.5927452162929552,1.1378268329326362,0.08633784560657108,4.89993859861229,0.24669998815101096,1.0455546764217152,0.3354920706249195,0.012053895945438022
224,long,baseline,0.2822998695844635,0.5431373829238954,0.1451800764073562,0.05139466373537986,0.07650715434279431,0.409291384963582,0.5078831918219018,0.0015380854016308928
224,long,gps,0.05774647091423363,0.10156274582376053,0.022066056751251013,-0.1440145186943037,-0.07532570898238286,-0.475630811055318,0.9188989997869709,-0.00503710367047646
224,long,weighted,0.5914091437711843,1.1375360752233563,0.0866313254624085,,0.2312704254121964,0.9798560133092495,0.3409237797257111,0.0
224,short,baseline,-0.12430102410443598,-0.3121955170562469,-0.04792054454079131,0.13458318494179192,-0.18287116125171177,-0.7678391429626561,0.8190380829519961,0.005229750502657487
224,short,gps,0.2070086210132412,0.3451084264531606,0.10451357340741285,0.5247935362126163,-0.0010105939423902914,-0.005392930654757211,0.5943590397902541,0.01766254242472092
224,short,weighted,0.1890690740522671,0.31253936033326163,0.027613109407996137,5.211987480698553,0.043136574455639835,0.1674930081675985,0.40233629619584665,0.012733420644026707
225,long,baseline,0.09215233856745285,0.13472786295765873,0.049347036991573195,-0.11418362327407049,-0.05608728015831222,-0.32350824539065126,0.7576887602579204,-0.003624371358841732
225,long,gps,-0.5613088852334551,-0.9030735933093976,-0.27072141812633366,-0.8449192622280453,-0.22153624529168292,-0.864844785735313,0.8999928932519458,-0.021021748656224953
225,long,weighted,0.5691217199927576,0.8771125108116584,0.07968318191984876,,0.18815688955887128,0.8732090507398582,0.38387398497141545,0.0
225,short,baseline,-0.10515421949235713,-0.20118798476576222,-0.08840477522087598,0.2106633587827463,-0.1127537271445792,-0.6107327294417864,0.8826698931460472,0.0066537116889670974
225,short,gps,-0.10768585035411224,-0.1987410303023234,-0.054078065554721125,0.17855140866204178,-0.17053709589848876,-0.7059326058373219,0.7455982491856615,0.0061149088210655685
225,short,weighted,0.22056180718450655,0.4169467842942509,0.031534905768929256,5.606980048078726,0.053973665315926705,0.21337443253811283,0.4024561874176106,0.012530226585037581
226,long,baseline,-0.5217036855243244,-0.7719356700163891,-0.20009246043808315,-0.7992577670480093,-0.2556202155990739,-0.9051450561743878,0.9008176175380402,-0.022282554668119
226,long,gps,-0.3442671591615323,-0.4904078057960481,-0.11234893841109056,-0.6302658358911115,-0.19936977903117573,-0.8256782536179489,0.8848889637107312,-0.016795771067222926
226,long,weighted,0.4963732112931117,0.844762083136832,0.07672645654284532,,0.14261272812474549,0.7914802937987171,0.4692913087930488,0.0
226,short,baseline,-0.6902919811950826,-1.0382412330551622,-0.2759671269568942,-0.4234676436211911,-0.2970456498238495,-0.9517348441044864,0.9625998475223578,-0.012286618483173773
226,short,gps,0.15259055470145064,0.25262278717938785,0.10332360009505319,0.48740011771683733,-0.008677774541306202,-0.047431311624465455,0.6205138555857295,0.013653372810193767
226,short,weighted,0.16174785371974948,0.2905240213799583,0.025042731191143718,5.259483343233445,0.025955926699193714,0.12937609081934442,0.5243564796602693,0.011561368328086049
227,long,baseline,0.2639610878908395,0.4085029383604634,0.11540711774983034,0.22155160153408823,0.021301792790864447,0.14289334034900847,0.7018660496786546,0.00809773021343224
227,long,gps,-0.075479844459087,-0.15290972125819216,-0.03563415727618685,-0.15124101584143948,-0.10096895094045821,-0.5230125635033502,0.7820213821957092,-0.004176751563643329
227,long,weighted,0.1839319771170758,0.28800980516271896,0.02422694317612961,,0.04393780958831843,0.15100419536793108,0.35843415766378517,0.0
227,short,baseline,-0.02524741136927764,-0.05106556368932759,-0.015284423206612491,0.11420081191415887,-0.12191260033403305,-0.6660776365488144,0.9411513063687045,0.004547469548571765
227,short,gps,0.4678766474048663,0.9707746180531389,0.12002632035546987,0.6890717878417736,0.22403369364135026,1.9057001756463428,0.5616507325300977,0.023620741757766187
227,short,weighted,0.6459991356657144,1.233120935045092,0.08669894602166871,5.567610188043463,0.29844538453412656,1.0059976386098288,0.26946015095681686,0.012762446872669047
228,long,baseline,0.729442903189658,1.7631261513535326,0.2521624859927114,0.7213907886924511,0.37055066127170905,8.253593521913512,0.7568879514942032,0.026024321321624175
228,long,gps,0.34739658955930713,0.7548757256998505,0.13418613170490418,0.2674694490838115,0.08070054727675528,0.760643222315385,0.8038427917546185,0.007549340635725339
228,long,weighted,0.24371046904671992,0.3829225012378442,0.03797496135664925,,0.06985625777081889,0.2620454142878932,0.3750066054681218,0.0
228,short,baseline,0.3528156509390314,0.6705688570792764,0.20651480433677513,0.534749131446732,0.1123372449593501,0.770648171594227,0.5834326360280082,0.01928883092391314
228,short,gps,0.5609843885012108,1.023471148277036,0.7716350562647524,0.7206492415047766,0.264496189237265,2.7634091021198137,0.5998319758607056,0.025042153926526613
